id,name,code,account_type,tag_ids,reconcile,name@fr
l10n_dz_281840,Amortissements du mobilier,281840,asset_fixed,,True,Amortissements du mobilier
l10n_dz_281841,Amortissement du Mobilier de bureau,281841,asset_fixed,,True,Amortissement du Mobilier de bureau
l10n_dz_281848,Amortissement des Autres mobiliers d'ameublement ou d'accueil,281848,asset_fixed,,True,Amortissement des Autres mobiliers d'ameublement ou d'accueil
l10n_dz_281850,Amortissements des autres mobiliers et matériels divers,281850,asset_fixed,,True,Amortissements des autres mobiliers et matériels divers
l10n_dz_281851,Amortis.: Mobiliers et équipements ménagers des logements de fonction,281851,asset_fixed,,True,Amortis.: Mobiliers et équipements ménagers des logements de fonction
l10n_dz_281852,Amortissement : Mobilier et matériel médical de secours,281852,asset_fixed,,True,Amortissement : Mobilier et matériel médical de secours
l10n_dz_281853,Amortissement : Mobilier et matériel de cantine et réfectoire,281853,asset_fixed,,True,Amortissement : Mobilier et matériel de cantine et réfectoire
l10n_dz_281858,Amortissement : Autres mobiliers et matériels divers,281858,asset_fixed,,True,Amortissement : Autres mobiliers et matériels divers
l10n_dz_281860,Amortissement des Emballages récupérables,281860,asset_fixed,,True,Amortissement des Emballages récupérables
l10n_dz_282100,Amortissement : Terrains en concession,282100,asset_fixed,,True,Amortissement : Terrains en concession
l10n_dz_282200,Amortissement : Agencements et aménagements de terrains,282200,asset_fixed,,True,Amortissement : Agencements et aménagements de terrains
l10n_dz_282300,Amortissement : Constructions en concession,282300,asset_fixed,,True,Amortissement : Constructions en concession
l10n_dz_282500,Amortissement : Installations techniques en concession,282500,asset_fixed,,True,Amortissement : Installations techniques en concession
l10n_dz_282800,Amortissement : Autres immobilisations corporelles en concession,282800,asset_fixed,,True,Amortissement : Autres immobilisations corporelles en concession
l10n_dz_290000,Pertes de valeur sur immobilisations incorporelles,290000,asset_fixed,,True,Pertes de valeur sur immobilisations incorporelles
l10n_dz_290810,Perte de valeur sur fonds de commerce,290810,asset_fixed,,True,Perte de valeur sur fonds de commerce
l10n_dz_290820,Perte de valeur sur droit au bail,290820,asset_fixed,,True,Perte de valeur sur droit au bail
l10n_dz_290870,Perte de valeur sur actifs environnementaux,290870,asset_fixed,,True,Perte de valeur sur actifs environnementaux
l10n_dz_291000,Pertes de valeur sur immobilisations corporelles,291000,asset_fixed,,True,Pertes de valeur sur immobilisations corporelles
l10n_dz_291100,Perte de valeur des terrains (autres que les terrains de gisement),291100,asset_fixed,,True,Perte de valeur des terrains (autres que les terrains de gisement)
l10n_dz_291600,Pertes de valeur sur actifs biologiques (Juste valeur),291600,asset_fixed,,True,Pertes de valeur sur actifs biologiques (Juste valeur)
l10n_dz_293100,Pertes de valeurs sur immobilisations incorporelles en cours,293100,asset_fixed,,True,Pertes de valeurs sur immobilisations incorporelles en cours
l10n_dz_293200,Pertes de valeurs sur immobilisations corporelles en cours,293200,asset_fixed,,True,Pertes de valeurs sur immobilisations corporelles en cours
l10n_dz_294000,Pertes de valeurs sur les Unités Génératrices de Trésorerie,294000,asset_fixed,,True,Pertes de valeurs sur les Unités Génératrices de Trésorerie
l10n_dz_294100,Pertes de valeur sur U.G.T (1),294100,asset_fixed,,True,Pertes de valeur sur U.G.T (1)
l10n_dz_294200,Pertes de valeur sur U.G.T (2),294200,asset_fixed,,True,Pertes de valeur sur U.G.T (2)
l10n_dz_296100,Pertes de valeur sur titres de filiales,296100,asset_fixed,,True,Pertes de valeur sur titres de filiales
l10n_dz_296200,Pertes de valeur sur autres titres de participation,296200,asset_fixed,,True,Pertes de valeur sur autres titres de participation
l10n_dz_296600,Pertes de valeur sur créances rattachées à des participations – groupe,296600,asset_fixed,,True,Pertes de valeur sur créances rattachées à des participations – groupe
l10n_dz_296700,Pertes de valeur sur créances rattachées à des participations – hors groupe,296700,asset_fixed,,True,Pertes de valeur sur créances rattachées à des participations – hors groupe
l10n_dz_296800,Pertes de valeur sur créances rattachées à des SEP,296800,asset_fixed,,True,Pertes de valeur sur créances rattachées à des SEP
l10n_dz_297100,Pertes de valeur sur titres de placement,297100,asset_fixed,,True,Pertes de valeur sur titres de placement
l10n_dz_297200,Pertes de valeurs sur les TIAP,297200,asset_fixed,,True,Pertes de valeurs sur les TIAP
l10n_dz_298100,Pertes de valeur sur les titres participatifs,298100,asset_fixed,,True,Pertes de valeur sur les titres participatifs
l10n_dz_298200,Pertes de valeur sur les prêts ordinaires,298200,asset_fixed,,True,Pertes de valeur sur les prêts ordinaires
